Record ID,Offender Number,Prison Start Date,Prison Admission Type,Intake Supervising Institution,Supervision Status,Sex,Race & Ethnicity,Education Category,Education,Age,Offense Code,Offense Classification,Offense Description,Offense Type,Offense Subtype,Months Served,Report Date
3026,3249194,09/21/2020,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,44,124.401C,Felony - Enhancement to Original Penalty,MANUFACTURE METH IN MINORS PRESENCE - PENALTY ENHANCED,Drug,Trafficking,15,12/13/2021
3027,19313774,12/30/2008,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,52,709.4,C Felony,Sex Abuse 3rd Degree-Life Special Sentence,Violent,Sex,155,12/13/2021
3028,18483296,07/17/2020,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,41,708.2A(5),D Felony,Domestic Abuse Assault Impeding Air/Blood Flow Causing Bodily Injury,Violent,Assault,17,12/13/2021
3029,20990369,10/20/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Ninth,31,908.5(2)B,D Felony,SPECIAL SENTENCE REVOCATION - 2ND/SUB.,Other,Other Criminal,2,12/13/2021
3030,3269150,05/13/2014,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,Post-Secondary,Associate's Degree,60,707.11,B Felony,"ATTEMPTED MURDER, 85%",Violent,Murder/Manslaughter,91,12/13/2021
3031,18918767,08/09/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Eighth,37,707.2,A Felony,MURDER 1ST DEGREE,Violent,Murder/Manslaughter,4,12/13/2021
3032,20216564,06/03/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Eleventh,29,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking,18,12/13/2021
3033,18345257,05/13/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Hispanic,HS Diploma or Equivelent,High School Diploma,21,124.401(1)(c)(2)(b),C Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Cocaine LT 500gm",Drug,Trafficking,7,12/13/2021
3034,18490889,07/19/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,High School Diploma,33,"706.1,A",C Felony,Conspiracy/Commit Forcible Felony,Other,Other Violent,5,12/13/2021
3035,3087707,09/29/2021,New Admit New Sentence,Iowa Correctional Institution for Women,Prison,Female,Black,Post-Secondary,Associate's Degree,49,714.2(3),Aggravated Misdemeanor,THEFT 3RD DEGREE,Property,Theft,2,12/13/2021
3036,18044366,01/13/2021,New Admit New Sentence,Iowa Correctional Institution for Women,Prison,Female,Black,HS Diploma or Equivelent,High School Diploma,26,715A.2(2)(a),D Felony,FORGERY,Property,Forgery/Fraud,11,12/13/2021
3037,19023185,09/18/2017,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,38,709.8(2),C Felony,Lascivious Acts With Child-Life Special Sentence,Violent,Sex,51,12/13/2021
3038,3032645,03/06/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Hispanic,HS Diploma or Equivelent,HiSET/GED,60,708.4(1),C Felony,WILLFUL INJURY - CAUSING SERIOUS INJURY,Violent,Assault,21,12/13/2021
3039,20592527,01/19/2018,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,52,709.4(1)(b)(3)(d),C Felony,"Sex Abuse 3rd/Victim 14/15, Def 4+-Life Special Sentence",Violent,Sex,47,12/13/2021
3040,173822,04/27/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Ninth,52,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,8,12/13/2021
3041,18732947,03/15/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Eighth,27,713.6A,D Felony,BURGLARY 3RD DEGREE,Property,Burglary,9,12/13/2021
3042,18633356,06/17/2008,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,39,711.2,B Felony,"ROBBERY 1ST DEGREE, 85%",Violent,Robbery,162,12/13/2021
3043,20772182,03/06/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,41,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,21,12/13/2021
3044,3279590,12/01/2010,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,53,707.3,B Felony,"MURDER - 2ND DEGREE,  85%",Violent,Murder/Manslaughter,132,12/13/2021
3045,18252047,03/13/2018,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,35,707.3,B Felony,"MURDER - 2ND DEGREE,  85%",Violent,Murder/Manslaughter,45,12/13/2021
3046,20209628,03/04/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,36,710.4,C Felony,KIDNAPPING 3RD DEGREE,Violent,Kidnap,21,12/13/2021
3047,19227578,08/26/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,Hispanic,No HS Diploma,Eleventh,42,321J.2(2)(c),D Felony,Operating While Intoxicated - 3rd or Subsequent Offense,Public Order,OWI,4,12/13/2021
3048,20807345,08/08/2019,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,35,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,28,12/13/2021
3049,18407909,06/07/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Hispanic,No HS Diploma,Ninth,25,708.7(2),Aggravated Misdemeanor,HARASSMENT / 1ST DEG.,Violent,Assault,6,12/13/2021
3050,18862442,03/23/2021,Return No New Sentence,Iowa Correctional Institution for Women,Prison,Female,White,HS Diploma or Equivelent,HiSET/GED,37,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,9,12/13/2021
3051,3401702,11/05/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Twelfth,41,708.11(3)(b)(1),D Felony,Stalking - Violation of Protective Order,Violent,Assault,1,12/13/2021
3052,18447881,10/28/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Ninth,28,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,2,12/13/2021
3053,19785110,03/22/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,High School Diploma,32,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,9,12/13/2021
3054,18055919,07/21/2016,New Admit New Sentence,Iowa Correctional Institution for Women,Prison,Female,Black,HS Diploma or Equivelent,HiSET/GED,38,711.3,C Felony,"ROBBERY 2ND DEGREE, 85%",Violent,Robbery,65,12/13/2021
3055,18373961,08/09/2017,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Hispanic,Post-Secondary,Vocational Program/Technical Certificate,28,710.4,C Felony,KIDNAPPING 3RD DEGREE,Violent,Kidnap,52,12/13/2021
3056,19568516,11/24/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Eleventh,21,716.4,D Felony,CRIMINAL MISCHIEF 2ND DEGREE,Property,Vandalism,1,12/13/2021
3057,19969067,01/09/2019,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,72,709.3,B Felony,Sex Abuse -2nd Degree(85%)-Life Special Sentence,Violent,Sex,35,12/13/2021
3058,19213859,10/22/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,26,713.6A,D Felony,BURGLARY 3RD DEGREE,Property,Burglary,2,12/13/2021
3059,20425523,08/24/2018,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Asian or Pacific Islander,HS Diploma or Equivelent,High School Diploma,31,709.4(1)(a),C Felony,"Sex Abuse 3rd-By Force, 1st Off-Life Special Sentence",Violent,Sex,40,12/13/2021
3060,20178308,05/07/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,34,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession,7,12/13/2021
3061,2410121,03/31/1987,New Admit New Sentence,Iowa State Penitentiary,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,73,707.2,A Felony,MURDER 1ST DEGREE,Violent,Murder/Manslaughter,416,12/13/2021
3062,20595056,01/20/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,39,124.401(1)(b)(7),B Felony,"Proh Acts-Mfg, Del, Consp or Poss w/Int-Meth GT 5gm but LT 5kg",Drug,Trafficking,11,12/13/2021
3063,20143187,09/14/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,High School Diploma,44,711.3,C Felony,ROBBERY - 2ND DEGREE - 85%,Violent,Robbery,3,12/13/2021
3064,19377140,07/27/2004,New Admit New Sentence,Clarinda Correctional Facility,Prison,Male,Hispanic,No HS Diploma,Sixth,43,711.2,B Felony,"ROBBERY 1ST DEGREE, 85%",Violent,Robbery,208,12/13/2021
3065,19313486,06/13/2018,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,41,709.8(1),C Felony,Lascivious Acts With A Child - Life Special Sentence,Violent,Sex,42,12/13/2021
3066,20032493,04/13/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,Post-Secondary,Associate's Degree,35,"706.3,C",D Felony,CONSPIRACY/COMMIT FELONY (PROPERTY),Other,Other Criminal,8,12/13/2021
3067,3422501,07/08/2005,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,61,710.2,A Felony,KIDNAPPING 1ST DEGREE,Violent,Kidnap,197,12/13/2021
3068,20044391,09/22/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Ninth,38,709.4(1)(b)(3)(d),C Felony,"Sex Abuse 3rd/Victim 14/15, Def 4+-Life Special Sentence",Violent,Sex,3,12/13/2021
3069,20498768,10/19/2018,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,38,711.3,C Felony,ROBBERY - 2ND DEGREE - 85%,Violent,Robbery,38,12/13/2021
3070,20015150,03/11/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,35,724.26,D Felony,"REC. TRANSP, POS. FIREARM FELON",Public Order,Weapons,21,12/13/2021
3071,19395791,12/18/2018,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,23,708.6(1),C Felony,INTIMIDATION WITH A DANGEROUS WEAPON,Violent,Assault,36,12/13/2021
3072,20453099,01/22/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,High School Diploma,25,711.3,C Felony,"ROBBERY 2ND DEGREE, 85%",Violent,Robbery,11,12/13/2021
3073,19012391,01/24/2020,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,33,716.3,C Felony,CRIMINAL MISCHIEF 1ST DEGREE,Property,Vandalism,22,12/13/2021
3074,19099559,08/27/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,38,709.3(1)(b),B Felony,"Sex Abuse-2nd--Child Under 12, 1st Off, 85%--Life Special Sentence",Violent,Sex,4,12/13/2021
3075,20575127,10/06/2017,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Eleventh,48,707.3,B Felony,"MURDER - 2ND DEGREE,  85%",Violent,Murder/Manslaughter,50,12/13/2021
3076,19536680,09/10/2020,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,American Indian or Alaska Native,No HS Diploma,Ninth,27,908.5(2)B,D Felony,SPECIAL SENTENCE REVOCATION - 2ND/SUB.,Other,Other Criminal,15,12/13/2021
3077,3130109,10/21/2010,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Eighth,60,707.2,A Felony,MURDER 1ST DEGREE,Violent,Murder/Manslaughter,133,12/13/2021
3078,18695507,01/19/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,24,124.401(1)(c)(9),C Felony,"Conspire w/Intent Deliver False Other l,ll,lll CS",Drug,Trafficking,11,12/13/2021
3079,3152939,08/04/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,48,709.11(3),Aggravated Misdemeanor,Asslt. to Commit Sex Abuse/No Inj.-10 Yr. Special Sentence,Violent,Sex,16,12/13/2021
3080,20643629,11/17/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Ninth,36,708.4(1),C Felony,WILLFUL INJURY - CAUSING SERIOUS INJURY,Violent,Assault,1,12/13/2021
3081,18124256,11/05/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,42,709.3(1)(b),B Felony,"Sex Abuse-2nd--Child Under 12, 1st Off, 85%--Life Special Sentence",Violent,Sex,1,12/13/2021
3082,19499864,03/04/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,39,692A.104-B,D Felony,Sex Offender - Registration Violation 2nd or subsequent offense,Public Order,Other Public Order,9,12/13/2021
3083,18539648,11/14/2017,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,32,707.5(1),D Felony,INVOL MANSL/PUBLIC OFFENSE,Violent,Murder/Manslaughter,49,12/13/2021
3084,3208613,06/10/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,High School Diploma,48,715A.2(2)(a),D Felony,FORGERY,Property,Forgery/Fraud,6,12/13/2021
3085,19729310,02/12/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,22,715A.2(2)(a),D Felony,FORGERY,Property,Forgery/Fraud,22,12/13/2021
3086,18855950,06/02/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,American Indian or Alaska Native,HS Diploma or Equivelent,High School Diploma,31,708.2A(4),D Felony,"Domestic Abuse Assault-3rd or Subsequent Offense, 85%",Violent,Assault,6,12/13/2021
3087,20609378,11/30/2012,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,39,707.11,B Felony,"ATTEMPTED MURDER, 85%",Violent,Murder/Manslaughter,108,12/13/2021
3088,20211950,03/09/2021,New Admit New Sentence,Iowa Correctional Institution for Women,Prison,Female,Black,Post-Secondary,Associate's Degree,55,235B.20(4),C Felony,DEPENDANT ADULT ABUSE - INTENTIONAL PHYSICAL INJURY,Violent,Assault,9,12/13/2021
3089,19450130,09/16/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Eleventh,37,124.401(5)(c),D Felony,Possession of a Controlled Substance - 3rd and subsequent,Drug,Drug Possession,3,12/13/2021
3090,18279872,05/22/2012,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,33,709.4,C Felony,Sex Abuse 3rd Degree-Life Special Sentence,Violent,Sex,114,12/13/2021
3091,19343936,07/28/2021,New Admit New Sentence,Iowa Correctional Institution for Women,Prison,Female,White,HS Diploma or Equivelent,High School Diploma,37,714.2(2),D Felony,THEFT 2ND DEGREE,Property,Theft,5,12/13/2021
3092,18754499,05/18/2012,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Sixth,28,711.3,C Felony,"ROBBERY 2ND DEGREE, 85%",Violent,Robbery,115,12/13/2021
3093,19504661,04/20/2011,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,No HS Diploma,Eleventh,39,713.3,B Felony,BURGLARY 1ST DEGREE,Violent,Other Violent,128,12/13/2021
3094,18983006,09/28/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,High School Diploma,30,726.6(5),C Felony,Child Endangerment-Serious Injury,Violent,Assault,2,12/13/2021
3095,20075792,05/18/2021,New Admit New Sentence,Iowa Correctional Institution for Women,Prison,Female,White,HS Diploma or Equivelent,HiSET/GED,39,124.401(1)(c)(6),C Felony,"Proh Acts-Mfg, Del, Consp, or Poss w/Int-Meth LT 5 gm",Drug,Trafficking,7,12/13/2021
3096,18752303,09/27/2010,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,31,711.2,B Felony,"ROBBERY 1ST DEGREE, 85%",Violent,Robbery,134,12/13/2021
3097,18543698,06/01/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,30,908.5(2)B,D Felony,SPECIAL SENTENCE REVOCATION - 2ND/SUB.,Other,Other Criminal,6,12/13/2021
3098,18507431,03/04/2020,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,No HS Diploma,Third,48,321.279(3),D Felony,ELUDING,Public Order,Traffic,21,12/13/2021
3099,18388109,04/10/2017,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,HiSET/GED,41,713.3,B Felony,BURGLARY 1ST DEGREE,Violent,Other Violent,56,12/13/2021
3100,18786845,09/18/2019,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,27,124.401(1)(d),D Felony,"Proh. Acts. - Mfg., Del., Consp., or Poss.",Drug,Trafficking,27,12/13/2021
3101,20175440,11/19/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Asian or Pacific Islander,HS Diploma or Equivelent,High School Diploma,38,321J.2(2)(b),Aggravated Misdemeanor,OPERATING WHILE UNDER THE INFLUENCE 2ND OFFENSE,Public Order,OWI,1,12/13/2021
3102,19416791,09/30/2021,Return No New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,38,124.411,Felony - Enhancement to Original Penalty,Cont Subst-2nd or Subseq-not to exceed 3X Penalty Enh,Drug,Trafficking,2,12/13/2021
3103,18116201,07/27/2021,New Admit New Sentence,Iowa Correctional Institution for Women,Prison,Female,Black,No HS Diploma,Eleventh,34,708.3A(3),Aggravated Misdemeanor,ASSAULT CAUSING INJURY--PEACE OFFICERS/OTHERS,Violent,Assault,5,12/13/2021
3104,18573329,08/06/2021,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,HiSET/GED,32,321J.2(2)(c),D Felony,Operating While Intoxicated - 3rd or Subsequent Offense,Public Order,OWI,4,12/13/2021
3105,3392270,11/18/2005,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,White,HS Diploma or Equivelent,High School Diploma,55,709.3,B Felony,"SEXUAL ABUSE, 2ND DEGREE, 85%",Violent,Sex,192,12/13/2021
3106,2406536,12/12/2008,New Admit New Sentence,Iowa Medical & Classification Center,Prison,Male,Black,HS Diploma or Equivelent,High School Diploma,61,706A.4,B Felony,VIOLATION OF 706A.2 - ONGOING CRIMINAL CONDUCT,Other,Other Criminal,156,12/13/2021
